basement	county	uranium	radon
Y	STLOUIS	0.622088	0.587786665
Y	STLOUIS	0.622088	0.641853886
Y	STLOUIS	0.622088	0.641853886
Y	STLOUIS	0.622088	0.641853886
Y	STLOUIS	0.622088	0.641853886
Y	STLOUIS	0.622088	0.641853886
Y	STLOUIS	0.622088	0.641853886
Y	STLOUIS	0.622088	0.641853886
Y	STLOUIS	0.622088	0.641853886
Y	STLOUIS	0.622088	0.641853886
Y	STLOUIS	0.622088	0.693147181
Y	STLOUIS	0.622088	0.741937345
Y	STLOUIS	0.622088	0.741937345
Y	STLOUIS	0.622088	0.741937345
Y	STLOUIS	0.622088	0.78845736
Y	STLOUIS	0.622088	0.78845736
Y	STLOUIS	0.622088	0.78845736
Y	STLOUIS	0.622088	0.832909123
Y	STLOUIS	0.622088	0.832909123
Y	STLOUIS	0.622088	0.832909123
Y	STLOUIS	0.622088	0.875468737
Y	STLOUIS	0.622088	0.875468737
Y	STLOUIS	0.622088	0.916290732
Y	STLOUIS	0.622088	0.916290732
Y	STLOUIS	0.622088	0.916290732
Y	STLOUIS	0.622088	1.029619417
Y	STLOUIS	0.622088	1.029619417
Y	STLOUIS	0.622088	1.064710737
Y	STLOUIS	0.622088	1.098612289
Y	STLOUIS	0.622088	1.131402111
Y	STLOUIS	0.622088	1.131402111
Y	STLOUIS	0.622088	1.16315081
Y	STLOUIS	0.622088	1.16315081
Y	STLOUIS	0.622088	1.16315081
Y	STLOUIS	0.622088	1.16315081
Y	STLOUIS	0.622088	1.193922468
Y	STLOUIS	0.622088	1.193922468
Y	STLOUIS	0.622088	1.223775432
Y	STLOUIS	0.622088	1.223775432
Y	STLOUIS	0.622088	1.223775432
Y	STLOUIS	0.622088	1.223775432
Y	STLOUIS	0.622088	1.223775432
Y	STLOUIS	0.622088	1.252762968
Y	STLOUIS	0.622088	1.252762968
Y	STLOUIS	0.622088	1.280933845
Y	STLOUIS	0.622088	1.280933845
Y	STLOUIS	0.622088	1.30833282
Y	STLOUIS	0.622088	1.30833282
Y	STLOUIS	0.622088	1.386294361
Y	STLOUIS	0.622088	1.458615023
Y	STLOUIS	0.622088	1.481604541
Y	STLOUIS	0.622088	1.481604541
Y	STLOUIS	0.622088	1.526056303
Y	STLOUIS	0.622088	1.547562509
Y	STLOUIS	0.622088	1.547562509
Y	STLOUIS	0.622088	1.62924054
Y	STLOUIS	0.622088	1.704748092
Y	STLOUIS	0.622088	1.704748092
Y	STLOUIS	0.622088	1.740466175
Y	STLOUIS	0.622088	1.871802177
Y	STLOUIS	0.622088	1.987874348
Y	STLOUIS	0.622088	1.987874348
Y	STLOUIS	0.622088	2.174751721
Y	STLOUIS	0.622088	2.174751721
Y	STLOUIS	0.622088	2.406945108
Y	STLOUIS	0.622088	2.415913778
Y	STLOUIS	0.622088	2.468099531
Y	STLOUIS	0.622088	2.708050201
Y	STLOUIS	0.622088	3.47506723
N	STEARNS	1.12344	0.693147181
N	STEARNS	1.12344	0.78845736
N	STEARNS	1.12344	2.028148247
Y	STEARNS	1.12344	0.09531018
Y	STEARNS	1.12344	0.336472237
Y	STEARNS	1.12344	0.470003629
Y	STEARNS	1.12344	0.641853886
Y	STEARNS	1.12344	0.832909123
Y	STEARNS	1.12344	0.993251773
Y	STEARNS	1.12344	0.993251773
Y	STEARNS	1.12344	1.223775432
Y	STEARNS	1.12344	1.223775432
Y	STEARNS	1.12344	1.335001067
Y	STEARNS	1.12344	1.62924054
Y	STEARNS	1.12344	1.62924054
Y	STEARNS	1.12344	1.62924054
Y	STEARNS	1.12344	1.757857918
Y	STEARNS	1.12344	1.871802177
Y	STEARNS	1.12344	1.902107526
Y	STEARNS	1.12344	1.960094784
Y	STEARNS	1.12344	2.014903021
Y	STEARNS	1.12344	2.014903021
Y	STEARNS	1.12344	2.128231706
Y	STEARNS	1.12344	2.681021529
Y	STEELE	1.30971	0.470003629
Y	STEELE	1.30971	1.098612289
Y	STEELE	1.30971	1.30833282
Y	STEELE	1.30971	1.335001067
Y	STEELE	1.30971	1.504077397
Y	STEELE	1.30971	1.648658626
Y	STEELE	1.30971	2.00148
Y	STEELE	1.30971	2.140066163
Y	STEELE	1.30971	2.163323026
Y	STEELE	1.30971	2.370243741
Y	STEVENS	1.60124	1.526056303
Y	STEVENS	1.60124	2.091864062
Y	SWIFT	1.37167	0.470003629
Y	SWIFT	1.37167	0.916290732
Y	SWIFT	1.37167	1.131402111
Y	SWIFT	1.37167	1.589235205
Y	TODD	0.95424	0.78845736
Y	TODD	0.95424	1.808288771
Y	TODD	0.95424	1.931521412
Y	TRAVERSE	1.64476	1.098612289
Y	TRAVERSE	1.64476	1.410986974
Y	TRAVERSE	1.64476	1.916922612
Y	TRAVERSE	1.64476	2.965273066
Y	WABASHA	1.16193	0.182321557
Y	WABASHA	1.16193	1.16315081
Y	WABASHA	1.16193	2.140066163
Y	WABASHA	1.16193	2.208274414
Y	WABASHA	1.16193	2.272125886
Y	WABASHA	1.16193	2.451005098
N	WADENA	0.510671	1.193922468
Y	WADENA	0.510671	-0.223143551
Y	WADENA	0.510671	1.098612289
Y	WADENA	0.510671	1.568615918
Y	WADENA	0.510671	1.589235205
N	WASECA	1.23666	0
Y	WASECA	1.23666	-0.693147181
Y	WASECA	1.23666	0.587786665
Y	WASECA	1.23666	2.240709689
N	WASHINGTON	0.862876	0.587786665
N	WASHINGTON	0.862876	1.887069649
Y	WASHINGTON	0.862876	-0.105360516
Y	WASHINGTON	0.862876	-0.105360516
Y	WASHINGTON	0.862876	0.09531018
Y	WASHINGTON	0.862876	0.262364264
Y	WASHINGTON	0.862876	0.336472237
Y	WASHINGTON	0.862876	0.470003629
Y	WASHINGTON	0.862876	0.530628251
Y	WASHINGTON	0.862876	0.587786665
Y	WASHINGTON	0.862876	0.641853886
Y	WASHINGTON	0.862876	0.641853886
Y	WASHINGTON	0.862876	0.78845736
Y	WASHINGTON	0.862876	0.832909123
Y	WASHINGTON	0.862876	0.916290732
Y	WASHINGTON	0.862876	0.916290732
Y	WASHINGTON	0.862876	0.955511445
Y	WASHINGTON	0.862876	1.064710737
Y	WASHINGTON	0.862876	1.098612289
Y	WASHINGTON	0.862876	1.223775432
Y	WASHINGTON	0.862876	1.335001067
Y	WASHINGTON	0.862876	1.360976553
Y	WASHINGTON	0.862876	1.360976553
Y	WASHINGTON	0.862876	1.481604541
Y	WASHINGTON	0.862876	1.547562509
Y	WASHINGTON	0.862876	1.568615918
Y	WASHINGTON	0.862876	1.568615918
Y	WASHINGTON	0.862876	1.686398954
Y	WASHINGTON	0.862876	1.791759469
Y	WASHINGTON	0.862876	1.808288771
Y	WASHINGTON	0.862876	1.840549633
Y	WASHINGTON	0.862876	1.887069649
Y	WASHINGTON	0.862876	1.902107526
Y	WASHINGTON	0.862876	1.902107526
Y	WASHINGTON	0.862876	2.054123734
Y	WASHINGTON	0.862876	2.151762203
Y	WASHINGTON	0.862876	2.292534757
Y	WASHINGTON	0.862876	2.332143895
Y	WASHINGTON	0.862876	2.379546134
Y	WASHINGTON	0.862876	2.509599262
Y	WASHINGTON	0.862876	2.602689685
Y	WASHINGTON	0.862876	3.020424886
Y	WATONWAN	1.2011	1.757857918
Y	WATONWAN	1.2011	2.332143895
Y	WATONWAN	1.2011	2.63188884
Y	WILKIN	1.26622	2.240709689
Y	WINONA	1.58917	-0.510825624
Y	WINONA	1.58917	-0.223143551
Y	WINONA	1.58917	0.641853886
Y	WINONA	1.58917	1.252762968
Y	WINONA	1.58917	1.435084525
Y	WINONA	1.58917	1.568615918
Y	WINONA	1.58917	1.568615918
Y	WINONA	1.58917	1.987874348
Y	WINONA	1.58917	2.041220329
Y	WINONA	1.58917	2.332143895
Y	WINONA	1.58917	2.433613355
Y	WINONA	1.58917	2.459588842
Y	WINONA	1.58917	2.4765384
Y	WRIGHT	0.913909	0.78845736
Y	WRIGHT	0.913909	0.832909123
Y	WRIGHT	0.913909	0.875468737
Y	WRIGHT	0.913909	1.16315081
Y	WRIGHT	0.913909	1.526056303
Y	WRIGHT	0.913909	1.62924054
Y	WRIGHT	0.913909	1.648658626
Y	WRIGHT	0.913909	1.686398954
Y	WRIGHT	0.913909	1.871802177
Y	WRIGHT	0.913909	1.916922612
Y	WRIGHT	0.913909	2.00148
Y	WRIGHT	0.913909	2.261763098
Y	WRIGHT	0.913909	2.772588722
Y	YELLOWMEDICINE	1.42659	1.098612289
Y	YELLOWMEDICINE	1.42659	1.335001067
