radon	uranium	base	county
0.916290732	0.862876	0.5	80
0.955511445	0.862876	0.5	80
1.064710737	0.862876	0.5	80
1.098612289	0.862876	0.5	80
1.223775432	0.862876	0.5	80
1.335001067	0.862876	0.5	80
1.360976553	0.862876	0.5	80
1.360976553	0.862876	0.5	80
1.481604541	0.862876	0.5	80
1.547562509	0.862876	0.5	80
1.568615918	0.862876	0.5	80
1.568615918	0.862876	0.5	80
1.686398954	0.862876	0.5	80
1.791759469	0.862876	0.5	80
1.808288771	0.862876	0.5	80
1.840549633	0.862876	0.5	80
1.887069649	0.862876	0.5	80
1.902107526	0.862876	0.5	80
1.902107526	0.862876	0.5	80
2.054123734	0.862876	0.5	80
2.151762203	0.862876	0.5	80
2.292534757	0.862876	0.5	80
2.332143895	0.862876	0.5	80
2.379546134	0.862876	0.5	80
2.509599262	0.862876	0.5	80
2.602689685	0.862876	0.5	80
3.020424886	0.862876	0.5	80
1.757857918	1.2011	0.5	81
2.332143895	1.2011	0.5	81
2.63188884	1.2011	0.5	81
2.240709689	1.26622	0.5	82
-0.510825624	1.58917	0.5	83
-0.223143551	1.58917	0.5	83
0.641853886	1.58917	0.5	83
1.252762968	1.58917	0.5	83
1.435084525	1.58917	0.5	83
1.568615918	1.58917	0.5	83
1.568615918	1.58917	0.5	83
1.987874348	1.58917	0.5	83
2.041220329	1.58917	0.5	83
2.332143895	1.58917	0.5	83
2.433613355	1.58917	0.5	83
2.459588842	1.58917	0.5	83
2.4765384	1.58917	0.5	83
0.78845736	0.913909	0.5	84
0.832909123	0.913909	0.5	84
0.875468737	0.913909	0.5	84
1.16315081	0.913909	0.5	84
1.526056303	0.913909	0.5	84
1.62924054	0.913909	0.5	84
1.648658626	0.913909	0.5	84
1.686398954	0.913909	0.5	84
1.871802177	0.913909	0.5	84
1.916922612	0.913909	0.5	84
2.00148	0.913909	0.5	84
2.261763098	0.913909	0.5	84
2.772588722	0.913909	0.5	84
1.098612289	1.42659	0.5	85
1.335001067	1.42659	0.5	85
